0.000000,182.773204,365.546409,548.319613,731.092817,913.866022,1096.639226,1279.412430,1462.185635,1644.958839,1827.732043,2010.505248,2193.278452,2376.051656,2558.824861,2741.598065,2924.371270,3107.144474,3289.917678,3472.690883,3655.464087,3838.237291,4021.010496,4203.783700,4386.556904,4569.330109,4752.103313,4934.876517,5117.649722,5300.422926,5483.196130,5665.969335,5848.742539,6031.515743,6214.288948,6397.062152,6579.835356,6762.608561,6945.381765,7128.154969,7310.928174,7493.701378,7676.474582,7859.247787,8042.020991,8224.794195,8407.567400,8590.340604,8773.113809,8955.887013,9138.660217,9321.433422,9504.206626,9686.979830,9869.753035,10052.526239,10235.299443,10418.072648,10600.845852,10783.619056,10966.392261,11149.165465,11331.938669,11514.711874,11697.485078,11880.258282,12063.031487,12245.804691,12428.577895,12611.351100,12794.124304,12976.897508,13159.670713,13342.443917,13525.217121,13707.990326,13890.763530,14073.536735,14256.309939,14439.083143,14621.856348,14804.629552,14987.402756,15170.175961,15352.949165,15535.722369,15718.495574,15901.268778,16084.041982,16266.815187,16449.588391,16632.361595,16815.134800,16997.908004,17180.681208,17363.454413,17546.227617,17729.000821,17911.774026,18094.547230,18277.320434
37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731061,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731062,37765432.731061,37765432.731063,37765432.731061,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731063,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731062,37765432.731063,37765432.731061,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731063,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731062,37765432.731062,37765432.731062,37765432.731063,37765432.731062,37765432.731063,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731063,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731062,37765432.731061,37765432.731062
75530865.462123,75530865.462124,75530865.462125,75530865.462125,75530865.462123,75530865.462125,75530865.462125,75530865.462123,75530865.462124,75530865.462123,75530865.462124,75530865.462123,75530865.462125,75530865.462124,75530865.462124,75530865.462125,75530865.462124,75530865.462123,75530865.462123,75530865.462124,75530865.462124,75530865.462124,75530865.462124,75530865.462125,75530865.462123,75530865.462125,75530865.462122,75530865.462125,75530865.462123,75530865.462124,75530865.462123,75530865.462124,75530865.462123,75530865.462125,75530865.462124,75530865.462123,75530865.462125,75530865.462123,75530865.462125,75530865.462123,75530865.462124,75530865.462123,75530865.462124,75530865.462124,75530865.462124,75530865.462124,75530865.462123,75530865.462123,75530865.462124,75530865.462123,75530865.462122,75530865.462125,75530865.462125,75530865.462124,75530865.462123,75530865.462123,75530865.462123,75530865.462125,75530865.462125,75530865.462123,75530865.462123,75530865.462125,75530865.462125,75530865.462124,75530865.462123,75530865.462125,75530865.462124,75530865.462124,75530865.462124,75530865.462125,75530865.462125,75530865.462123,75530865.462124,75530865.462124,75530865.462123,75530865.462124,75530865.462125,75530865.462124,75530865.462124,75530865.462122,75530865.462123,75530865.462123,75530865.462123,75530865.462123,75530865.462125,75530865.462124,75530865.462125,75530865.462123,75530865.462123,75530865.462124,75530865.462123,75530865.462124,75530865.462124,75530865.462124,75530865.462124,75530865.462125,75530865.462124,75530865.462124,75530865.462123,75530865.462123,75530865.462125
113296298.193187,113296298.193186,113296298.193185,113296298.193185,113296298.193187,113296298.193187,113296298.193187,113296298.193186,113296298.193186,113296298.193186,113296298.193187,113296298.193185,113296298.193188,113296298.193185,113296298.193187,113296298.193185,113296298.193183,113296298.193184,113296298.193184,113296298.193184,113296298.193187,113296298.193184,113296298.193187,113296298.193185,113296298.193185,113296298.193185,113296298.193185,113296298.193186,113296298.193185,113296298.193184,113296298.193184,113296298.193186,113296298.193185,113296298.193184,113296298.193186,113296298.193185,113296298.193185,113296298.193186,113296298.193185,113296298.193187,113296298.193185,113296298.193186,113296298.193187,113296298.193186,113296298.193185,113296298.193185,113296298.193185,113296298.193186,113296298.193185,113296298.193186,113296298.193185,113296298.193185,113296298.193186,113296298.193187,113296298.193186,113296298.193188,113296298.193185,113296298.193187,113296298.193187,113296298.193186,113296298.193189,113296298.193184,113296298.193186,113296298.193187,113296298.193185,113296298.193186,113296298.193186,113296298.193187,113296298.193185,113296298.193185,113296298.193187,113296298.193184,113296298.193184,113296298.193185,113296298.193184,113296298.193184,113296298.193186,113296298.193186,113296298.193187,113296298.193186,113296298.193185,113296298.193185,113296298.193188,113296298.193184,113296298.193184,113296298.193185,113296298.193185,113296298.193184,113296298.193187,113296298.193188,113296298.193184,113296298.193187,113296298.193187,113296298.193185,113296298.193189,113296298.193186,113296298.193187,113296298.193189,113296298.193184,113296298.193185,113296298.193185
151061730.924247,151061730.924248,151061730.924247,151061730.924249,151061730.924249,151061730.924250,151061730.924250,151061730.924250,151061730.924246,151061730.924245,151061730.924250,151061730.924248,151061730.924249,151061730.924247,151061730.924247,151061730.924251,151061730.924248,151061730.924252,151061730.924246,151061730.924249,151061730.924248,151061730.924250,151061730.924246,151061730.924248,151061730.924250,151061730.924248,151061730.924247,151061730.924250,151061730.924248,151061730.924251,151061730.924249,151061730.924248,151061730.924248,151061730.924247,151061730.924247,151061730.924247,151061730.924246,151061730.924249,151061730.924249,151061730.924247,151061730.924249,151061730.924247,151061730.924247,151061730.924249,151061730.924248,151061730.924247,151061730.924251,151061730.924247,151061730.924247,151061730.924245,151061730.924250,151061730.924246,151061730.924245,151061730.924249,151061730.924250,151061730.924247,151061730.924246,151061730.924247,151061730.924248,151061730.924246,151061730.924247,151061730.924248,151061730.924249,151061730.924246,151061730.924246,151061730.924250,151061730.924250,151061730.924249,151061730.924248,151061730.924248,151061730.924245,151061730.924247,151061730.924249,151061730.924249,151061730.924245,151061730.924248,151061730.924249,151061730.924249,151061730.924246,151061730.924246,151061730.924249,151061730.924249,151061730.924247,151061730.924248,151061730.924248,151061730.924247,151061730.924249,151061730.924246,151061730.924248,151061730.924248,151061730.924248,151061730.924249,151061730.924246,151061730.924251,151061730.924246,151061730.924250,151061730.924248,151061730.924249,151061730.924247,151061730.924249,151061730.924245
188827163.655309,188827163.655310,188827163.655312,188827163.655307,188827163.655310,188827163.655309,188827163.655307,188827163.655312,188827163.655308,188827163.655308,188827163.655313,188827163.655310,188827163.655309,188827163.655311,188827163.655309,188827163.655309,188827163.655314,188827163.655307,188827163.655311,188827163.655306,188827163.655309,188827163.655306,188827163.655310,188827163.655312,188827163.655313,188827163.655308,188827163.655308,188827163.655310,188827163.655308,188827163.655311,188827163.655307,188827163.655313,188827163.655311,188827163.655310,188827163.655311,188827163.655314,188827163.655314,188827163.655312,188827163.655311,188827163.655308,188827163.655308,188827163.655309,188827163.655307,188827163.655308,188827163.655310,188827163.655308,188827163.655310,188827163.655312,188827163.655309,188827163.655310,188827163.655312,188827163.655312,188827163.655310,188827163.655308,188827163.655308,188827163.655311,188827163.655312,188827163.655309,188827163.655312,188827163.655307,188827163.655310,188827163.655312,188827163.655308,188827163.655311,188827163.655310,188827163.655310,188827163.655308,188827163.655309,188827163.655311,188827163.655310,188827163.655308,188827163.655311,188827163.655309,188827163.655310,188827163.655312,188827163.655312,188827163.655310,188827163.655310,188827163.655312,188827163.655311,188827163.655309,188827163.655312,188827163.655312,188827163.655308,188827163.655309,188827163.655313,188827163.655312,188827163.655312,188827163.655312,188827163.655305,188827163.655312,188827163.655307,188827163.655310,188827163.655312,188827163.655308,188827163.655309,188827163.655313,188827163.655312,188827163.655307,188827163.655309,188827163.655308
226592596.386373,226592596.386375,226592596.386372,226592596.386371,226592596.386370,226592596.386373,226592596.386369,226592596.386370,226592596.386375,226592596.386372,226592596.386374,226592596.386371,226592596.386375,226592596.386369,226592596.386373,226592596.386373,226592596.386372,226592596.386371,226592596.386371,226592596.386373,226592596.386373,226592596.386374,226592596.386370,226592596.386371,226592596.386376,226592596.386372,226592596.386370,226592596.386371,226592596.386374,226592596.386371,226592596.386370,226592596.386371,226592596.386365,226592596.386372,226592596.386368,226592596.386374,226592596.386368,226592596.386371,226592596.386369,226592596.386371,226592596.386375,226592596.386369,226592596.386368,226592596.386371,226592596.386373,226592596.386368,226592596.386370,226592596.386374,226592596.386369,226592596.386374,226592596.386369,226592596.386371,226592596.386370,226592596.386370,226592596.386371,226592596.386375,226592596.386369,226592596.386374,226592596.386368,226592596.386373,226592596.386368,226592596.386370,226592596.386371,226592596.386374,226592596.386370,226592596.386371,226592596.386367,226592596.386370,226592596.386371,226592596.386374,226592596.386371,226592596.386369,226592596.386371,226592596.386371,226592596.386373,226592596.386371,226592596.386370,226592596.386371,226592596.386374,226592596.386371,226592596.386370,226592596.386371,226592596.386372,226592596.386373,226592596.386374,226592596.386374,226592596.386371,226592596.386373,226592596.386370,226592596.386372,226592596.386369,226592596.386371,226592596.386370,226592596.386370,226592596.386372,226592596.386372,226592596.386370,226592596.386373,226592596.386371,226592596.386373,226592596.386370
264358029.117434,264358029.117434,264358029.117436,264358029.117434,264358029.117434,264358029.117432,264358029.117432,264358029.117433,264358029.117431,264358029.117436,264358029.117437,264358029.117435,264358029.117430,264358029.117431,264358029.117435,264358029.117435,264358029.117432,264358029.117439,264358029.117435,264358029.117437,264358029.117439,264358029.117430,264358029.117431,264358029.117432,264358029.117431,264358029.117433,264358029.117437,264358029.117440,264358029.117435,264358029.117433,264358029.117433,264358029.117432,264358029.117432,264358029.117431,264358029.117435,264358029.117431,264358029.117438,264358029.117434,264358029.117435,264358029.117430,264358029.117435,264358029.117434,264358029.117436,264358029.117431,264358029.117431,264358029.117433,264358029.117435,264358029.117429,264358029.117437,264358029.117431,264358029.117434,264358029.117432,264358029.117437,264358029.117434,264358029.117436,264358029.117430,264358029.117435,264358029.117435,264358029.117436,264358029.117436,264358029.117434,264358029.117432,264358029.117434,264358029.117433,264358029.117434,264358029.117438,264358029.117435,264358029.117437,264358029.117429,264358029.117431,264358029.117435,264358029.117434,264358029.117434,264358029.117432,264358029.117433,264358029.117433,264358029.117432,264358029.117429,264358029.117435,264358029.117433,264358029.117434,264358029.117431,264358029.117434,264358029.117434,264358029.117438,264358029.117430,264358029.117431,264358029.117434,264358029.117436,264358029.117431,264358029.117433,264358029.117436,264358029.117438,264358029.117433,264358029.117433,264358029.117428,264358029.117429,264358029.117434,264358029.117435,264358029.117437,264358029.117435
302123461.848494,302123461.848493,302123461.848495,302123461.848497,302123461.848495,302123461.848496,302123461.848498,302123461.848494,302123461.848498,302123461.848495,302123461.848500,302123461.848498,302123461.848500,302123461.848495,302123461.848499,302123461.848495,302123461.848493,302123461.848496,302123461.848491,302123461.848498,302123461.848500,302123461.848496,302123461.848496,302123461.848495,302123461.848499,302123461.848499,302123461.848495,302123461.848497,302123461.848494,302123461.848496,302123461.848503,302123461.848500,302123461.848495,302123461.848495,302123461.848503,302123461.848495,302123461.848492,302123461.848497,302123461.848497,302123461.848497,302123461.848496,302123461.848498,302123461.848499,302123461.848495,302123461.848491,302123461.848500,302123461.848497,302123461.848494,302123461.848499,302123461.848495,302123461.848495,302123461.848495,302123461.848495,302123461.848494,302123461.848499,302123461.848495,302123461.848496,302123461.848491,302123461.848501,302123461.848496,302123461.848499,302123461.848493,302123461.848495,302123461.848494,302123461.848496,302123461.848497,302123461.848493,302123461.848493,302123461.848494,302123461.848492,302123461.848494,302123461.848498,302123461.848491,302123461.848496,302123461.848498,302123461.848491,302123461.848498,302123461.848495,302123461.848494,302123461.848493,302123461.848497,302123461.848495,302123461.848494,302123461.848490,302123461.848494,302123461.848498,302123461.848499,302123461.848495,302123461.848496,302123461.848493,302123461.848493,302123461.848499,302123461.848502,302123461.848498,302123461.848495,302123461.848496,302123461.848494,302123461.848505,302123461.848491,302123461.848495,302123461.848499
339888894.579557,339888894.579558,339888894.579558,339888894.579558,339888894.579556,339888894.579560,339888894.579560,339888894.579558,339888894.579557,339888894.579559,339888894.579559,339888894.579555,339888894.579555,339888894.579563,339888894.579556,339888894.579564,339888894.579554,339888894.579557,339888894.579553,339888894.579555,339888894.579560,339888894.579549,339888894.579560,339888894.579564,339888894.579560,339888894.579560,339888894.579561,339888894.579557,339888894.579559,339888894.579553,339888894.579554,339888894.579560,339888894.579555,339888894.579552,339888894.579564,339888894.579555,339888894.579552,339888894.579556,339888894.579558,339888894.579556,339888894.579553,339888894.579558,339888894.579558,339888894.579561,339888894.579556,339888894.579557,339888894.579557,339888894.579556,339888894.579556,339888894.579556,339888894.579557,339888894.579561,339888894.579559,339888894.579555,339888894.579560,339888894.579560,339888894.579555,339888894.579558,339888894.579557,339888894.579549,339888894.579564,339888894.579558,339888894.579563,339888894.579558,339888894.579559,339888894.579560,339888894.579560,339888894.579561,339888894.579557,339888894.579561,339888894.579555,339888894.579552,339888894.579553,339888894.579558,339888894.579561,339888894.579560,339888894.579557,339888894.579560,339888894.579558,339888894.579552,339888894.579561,339888894.579559,339888894.579554,339888894.579556,339888894.579554,339888894.579562,339888894.579557,339888894.579556,339888894.579561,339888894.579552,339888894.579557,339888894.579559,339888894.579565,339888894.579557,339888894.579557,339888894.579556,339888894.579553,339888894.579562,339888894.579557,339888894.579558,339888894.579555
