-1.256637061435917246e+01;-5.915315932121474773e+00;2.749237667609358282e-06
-1.244070690821558145e+01;-5.903643625419187302e+00;2.684737781533108603e-06
-1.231504320207199044e+01;-5.868672994124451314e+00;2.609641729600653548e-06
-1.218937949592839942e+01;-5.810541433151620083e+00;2.524246833668364332e-06
-1.206371578978480841e+01;-5.729478096627309114e+00;2.428889731787009509e-06
-1.193805208364121739e+01;-5.625802861986239023e+00;2.323946842741619889e-06
-1.181238837749762638e+01;-5.499924932484198337e+00;2.209832184796312049e-06
-1.168672467135403537e+01;-5.352341077776175737e+00;2.086996297112619914e-06
-1.156106096521044435e+01;-5.183633889912569792e+00;1.955924077590154297e-06
-1.143539725906685334e+01;-4.994469204311553057e+00;1.817132516013231225e-06
-1.130973355292326232e+01;-4.785593604719573513e+00;1.671169797434757243e-06
-1.118406984677967131e+01;-4.557831451160051728e+00;1.518611535855640682e-06
-1.105840614063608029e+01;-4.312081656858331336e+00;1.360060177812982829e-06
-1.093274243449248928e+01;-4.049314053689270665e+00;1.196141273140938210e-06
-1.080707872834889827e+01;-3.770565710486183608e+00;1.027501725037183178e-06
-1.068141502220530725e+01;-3.476936724208814056e+00;8.548071366298870544e-07
-1.055575131606171624e+01;-3.169585900032680037e+00;6.787390254281433499e-07
-1.043008760991812522e+01;-2.849726250506529723e+00;4.999922951220980849e-07
-1.030442390377453421e+01;-2.518620105954211486e+00;3.192724009615233172e-07
-1.017876019763094320e+01;-2.177574195753828157e+00;1.372924409714926242e-07
-1.005309649148735218e+01;-1.827934450916892217e+00;-4.522929852868173839e-08
-9.927432785343761168e+00;-1.471080705990835957e+00;-2.275726558309543179e-07
-9.801769079200170154e+00;-1.108421217152810279e+00;-4.090179714921760024e-07
-9.676105373056579140e+00;-7.413871080728140495e-01;-5.888491210193080860e-07
-9.550441666912988126e+00;-3.714267274289509424e-01;-7.663565475546363359e-07
-9.424777960769397112e+00;-5.107980011187507330e-13;-9.408397030341575373e-07
-9.299114254625806097e+00;3.714213961895135308e-01;-1.111607228487798693e-06
-9.173450548482215083e+00;7.413821731033065632e-01;-1.277990370862625014e-06
-9.047786842338624069e+00;1.108416912685201705e+00;-1.439329775365649766e-06
-8.922123136195033055e+00;1.471077123441221879e+00;-1.594988723763179905e-06
-8.796459430051442041e+00;1.827931529124194654e+00;-1.744352789767589229e-06
-8.670795723907851027e+00;2.177571783658841298e+00;-1.886832652342462779e-06
-8.545132017764260013e+00;2.518618010459401368e+00;-2.021865933787836411e-06
-8.419468311620668999e+00;2.849724263987104322e+00;-2.148919719058284272e-06
-8.293804605477077985e+00;3.169583828794945823e+00;-2.267492587915143076e-06
-8.168140899333486971e+00;3.476934378968187467e+00;-2.377116689267211314e-06
-8.042477193189895956e+00;3.770562954618124518e+00;-2.477359363872722042e-06
-7.916813487046304054e+00;4.049310747702644875e+00;-2.567824893606740488e-06
-7.791149780902712152e+00;4.312077671475127438e+00;-2.648156438134208202e-06
-7.665486074759120250e+00;4.557826723568350502e+00;-2.718036923088362755e-06
-7.539822368615528347e+00;4.785588036612256957e+00;-2.777190483804758969e-06
-7.414158662471936445e+00;4.994462789143772952e+00;-2.825383795590497016e-06
-7.288494956328344543e+00;5.183626670808616055e+00;-2.862426589755884265e-06
-7.162831250184752641e+00;5.352333195917261754e+00;-2.888172679904599249e-06
-7.037167544041160738e+00;5.499916663044313481e+00;-2.902520636283156819e-06
-6.911503837897568836e+00;5.625794741480444117e+00;-2.905413727716243955e-06
-6.785840131753976934e+00;5.729470798233586848e+00;-2.896840770705289003e-06
-6.660176425610385031e+00;5.810535767181956857e+00;-2.876835521914422600e-06
-6.534512719466793129e+00;5.868669700201087025e+00;-2.845476891222276095e-06
-6.408849013323201227e+00;5.903642794935981541e+00;-2.802888459080277173e-06
-6.283185307179609325e+00;5.915315897591392869e+00;-2.749237746184959169e-06
-6.157521601036017422e+00;5.903643774216263296e+00;-2.684737842650886108e-06
-6.031857894892425520e+00;5.868673931827427914e+00;-2.609642241080400993e-06
-5.906194188748833618e+00;5.810543203096954379e+00;-2.524247634250187389e-06
-5.780530482605241716e+00;5.729480470770424105e+00;-2.428890740757694289e-06
-5.654866776461649813e+00;5.625805544133950065e+00;-2.323947903448697616e-06
-5.529203070318057911e+00;5.499927632852056547e+00;-2.209833292132756810e-06
-5.403539364174466009e+00;5.352343631333545737e+00;-2.086997373806909195e-06
-5.277875658030874106e+00;5.183636120004934789e+00;-1.955924899377237125e-06
-5.152211951887282204e+00;4.994471015711562600e+00;-1.817133316706076585e-06
-5.026548245743690302e+00;4.785594935069829248e+00;-1.671170227757201587e-06
-4.900884539600098400e+00;4.557832282060106266e+00;-1.518611896234034475e-06
-4.775220833456506497e+00;4.312081971267780034e+00;-1.360060290167552921e-06
-4.649557127312914595e+00;4.049313886596234369e+00;-1.196141179438114932e-06
-4.523893421169322693e+00;3.770565085461775823e+00;-1.027501543848785559e-06
-4.398229715025730791e+00;3.476935687969348709e+00;-8.548068337610459366e-07
-4.272566008882138888e+00;3.169584540850562959e+00;-6.787387802908995127e-07
-4.146902302738546986e+00;2.849724656295591352e+00;-4.999920699688686909e-07
-4.021238596594955084e+00;2.518618405888802592e+00;-3.192722188849472786e-07
-3.895574890451363181e+00;2.177572543207415556e+00;-1.372923814635385042e-07
-3.769911184307771279e+00;1.827933017409990812e+00;4.522924879069023518e-08
-3.644247478164179377e+00;1.471079641987629749e+00;2.275724271250112452e-07
-3.518583772020587475e+00;1.108420606188327717e+00;4.090176055626670859e-07
-3.392920065876995572e+00;7.413869102131731559e-01;5.888488492367116578e-07
-3.267256359733403670e+00;3.714267468338532385e-01;7.663564951521095736e-07
-3.141592653589811768e+00;4.915555809614780003e-13;9.408396977050870191e-07
-3.015928947446219865e+00;-3.714213843422498607e-01;1.111607328851960119e-06
-2.890265241302627963e+00;-7.413824358053247021e-01;1.277990910875104191e-06
-2.764601535159036061e+00;-1.108417786444060749e+00;1.439330984176478978e-06
-2.638937829015444159e+00;-1.471078804939433216e+00;1.594990576059274190e-06
-2.513274122871852256e+00;-1.827934052342932159e+00;1.744355236699135503e-06
-2.387610416728260354e+00;-2.177575029151839647e+00;1.886835456321733773e-06
-2.261946710584668452e+00;-2.518621758227565177e+00;2.021868950485838923e-06
-2.136283004441076550e+00;-2.849728222166429070e+00;2.148922713995915501e-06
-2.010619298297484647e+00;-3.169587656155977484e+00;2.267495379459916194e-06
-1.884955592153892967e+00;-3.476937686247193682e+00;2.377118974550285202e-06
-1.759291886010301287e+00;-3.770565296735353122e+00;2.477360896424585235e-06
-1.633628179866709607e+00;-4.049311607607009478e+00;2.567825522881150846e-06
-1.507964473723117926e+00;-4.312076442742969640e+00;2.648155742246416366e-06
-1.382300767579526246e+00;-4.557822671075725474e+00;2.718034551874026761e-06
-1.256637061435934566e+00;-4.785580305824536751e+00;2.777186043134705073e-06
-1.130973355292342886e+00;-4.994450351191220605e+00;2.825376762105591411e-06
-1.005309649148751205e+00;-5.183608391618638400e+00;2.862416485838181757e-06
-8.796459430051595252e-01;-5.352307926117150672e+00;2.888159079450502986e-06
-7.539822368615678450e-01;-5.499883459458663637e+00;2.902503137613976492e-06
-6.283185307179761647e-01;-5.625753373269373192e+00;2.905392426977293496e-06
-5.026548245743844845e-01;-5.729422612960012984e+00;2.896816437281124479e-06
-3.769911184307927488e-01;-5.810485240250926608e+00;2.876810514917949035e-06
-2.513274122872010130e-01;-5.868626914395917105e+00;2.845456159750181513e-06
-1.256637061436092773e-01;-5.903627375865584170e+00;2.802881151980907148e-06
-1.754199999999999987e-14;-5.915363011096134827e+00;-4.364046609842261656e-13
1.256637061435741942e-01;-5.903627375865613480e+00;2.684729507484995281e-06
2.513274122871659300e-01;-5.868626914396056549e+00;2.609620449456340197e-06
3.769911184307576657e-01;-5.810485240251088257e+00;2.524221545452398630e-06
5.026548245743494014e-01;-5.729422612960229699e+00;2.428865323200746218e-06
6.283185307179410817e-01;-5.625753373269649416e+00;2.323925472058618880e-06
7.539822368615327619e-01;-5.499883459459008250e+00;2.209814650155905724e-06
8.796459430051244421e-01;-5.352307926117592984e+00;2.086982492377487119e-06
1.005309649148716122e+00;-5.183608391619110023e+00;1.955913481399562670e-06
1.130973355292307803e+00;-4.994450351191725090e+00;1.817124751557486206e-06
1.256637061435899483e+00;-4.785580305825130054e+00;1.671164081340492658e-06
1.382300767579491163e+00;-4.557822671076321441e+00;1.518607541051153476e-06
1.507964473723082843e+00;-4.312076442743647320e+00;1.360057358734678701e-06
1.633628179866674524e+00;-4.049311607607743113e+00;1.196139284065367292e-06
1.759291886010266204e+00;-3.770565296736124061e+00;1.027500263539593561e-06
1.884955592153857884e+00;-3.476937686247982384e+00;8.548059269308794228e-07
2.010619298297449564e+00;-3.169587656156797717e+00;6.787378454831127783e-07
2.136283004441041466e+00;-2.849728222167311475e+00;4.999909144487446611e-07
2.261946710584633369e+00;-2.518621758228471563e+00;3.192706179433457692e-07
2.387610416728225271e+00;-2.177575029152751362e+00;1.372902174168189049e-07
2.513274122871817173e+00;-1.827934052343817450e+00;-4.523203145367915567e-08
2.638937829015409076e+00;-1.471078804940389784e+00;-2.275757462477656645e-07
2.764601535159000978e+00;-1.108417786445043518e+00;-4.090211378482422333e-07
2.890265241302592880e+00;-7.413824358062768294e-01;-5.888521719121797560e-07
3.015928947446184782e+00;-3.714213843432527806e-01;-7.663592147544306954e-07
3.141592653589776685e+00;-4.832319440428722856e-13;-9.408396777210725759e-07
3.267256359733368587e+00;3.714267468328733557e-01;-1.111609562620685665e-06
3.392920065876960489e+00;7.413869102121941612e-01;-1.277991712012038761e-06
3.518583772020552392e+00;1.108420606187365820e+00;-1.439330033381480689e-06
3.644247478164144294e+00;1.471079641986655195e+00;-1.594988025210852811e-06
3.769911184307736196e+00;1.827933017409057115e+00;-1.744351473043082024e-06
3.895574890451328098e+00;2.177572543206572675e+00;-1.886831011432832383e-06
4.021238596594919557e+00;2.518618405887965928e+00;-2.021864255130623178e-06
4.146902302738511459e+00;2.849724656294692515e+00;-2.148918219813111818e-06
4.272566008882103361e+00;3.169584540849735621e+00;-2.267491515883790498e-06
4.398229715025695263e+00;3.476935687968570665e+00;-2.377116156804248703e-06
4.523893421169287166e+00;3.770565085461063504e+00;-2.477359438923798507e-06
4.649557127312879068e+00;4.049313886595533596e+00;-2.567825704513637675e-06
4.775220833456470970e+00;4.312081971267044622e+00;-2.648157989337818208e-06
4.900884539600062872e+00;4.557832282059479212e+00;-2.718039147975304104e-06
5.026548245743654775e+00;4.785594935069241274e+00;-2.777193477188077964e-06
5.152211951887246677e+00;4.994471015711032358e+00;-2.825387406923951517e-06
5.277875658030838579e+00;5.183636120004456949e+00;-2.862430831473972148e-06
5.403539364174430482e+00;5.352343631333170926e+00;-2.888177409454684152e-06
5.529203070318022384e+00;5.499927632851641768e+00;-2.902525516823573071e-06
5.654866776461614286e+00;5.625805544133613445e+00;-2.905418458598596487e-06
5.780530482605206188e+00;5.729480470770145217e+00;-2.896844815691856923e-06
5.906194188748798091e+00;5.810543203096781184e+00;-2.876838344656462709e-06
6.031857894892389993e+00;5.868673931827309787e+00;-2.845478096646925081e-06
6.157521601035981895e+00;5.903643774216197571e+00;-2.802888052044760769e-06
6.283185307179573797e+00;5.915315897591375105e+00;-2.749237787619263074e-06
6.408849013323165700e+00;5.903642794936043714e+00;-2.684736525926378903e-06
6.534512719466757602e+00;5.868669700201190054e+00;-2.609639508543981634e-06
6.660176425610349504e+00;5.810535767182170019e+00;-2.524243467361131366e-06
6.785840131753941407e+00;5.729470798233805340e+00;-2.428885775618283560e-06
6.911503837897533309e+00;5.625794741480730110e+00;-2.323942558168923256e-06
7.037167544041125211e+00;5.499916663044643883e+00;-2.209828048105322296e-06
7.162831250184717113e+00;5.352333195917637454e+00;-2.086992374472629308e-06
7.288494956328309016e+00;5.183626670809023729e+00;-1.955920381657705320e-06
7.414158662471900918e+00;4.994462789144347603e+00;-1.817129308356868478e-06
7.539822368615492820e+00;4.785588036612839602e+00;-1.671166793837386422e-06
7.665486074759084723e+00;4.557826723568988214e+00;-1.518608939710119898e-06
7.791149780902676625e+00;4.312077671475822882e+00;-1.360057769517197812e-06
7.916813487046268527e+00;4.049310747703342983e+00;-1.196139053583067380e-06
8.042477193189860429e+00;3.770562954618868368e+00;-1.027499612504811921e-06
8.168140899333451443e+00;3.476934378968946859e+00;-8.548051613210816413e-07
8.293804605477042458e+00;3.169583828795765168e+00;-6.787370563365868747e-07
8.419468311620633472e+00;2.849724263988020478e+00;-4.999902540880896140e-07
8.545132017764224486e+00;2.518618010460260681e+00;-3.192701760745819684e-07
8.670795723907815500e+00;2.177571783659788984e+00;-1.372900459983839028e-07
8.796459430051406514e+00;1.827931529125157217e+00;4.523193108951772956e-08
8.922123136194997528e+00;1.471077123442133816e+00;2.275753527847257374e-07
9.047786842338588542e+00;1.108416912686186695e+00;4.090207328388828500e-07
9.173450548482179556e+00;7.413821731042575802e-01;5.888519063468322656e-07
9.299114254625770570e+00;3.714213961904576644e-01;7.663592271889285712e-07
9.424777960769361584e+00;5.210554210322015933e-13;9.408397132482093639e-07
9.550441666912952599e+00;-3.714267274279419162e-01;1.111609566617488554e-06
9.676105373056543613e+00;-7.413871080718246187e-01;1.277992192960653028e-06
9.801769079200134627e+00;-1.108421217151908778e+00;1.439330875374622565e-06
9.927432785343725641e+00;-1.471080705989979087e+00;1.594989242903466220e-06
