0.453848;-2.140340
0.756925;-2.140340
1.060695;-2.140340
1.365304;-2.140340
1.670822;-2.140340
1.977246;-2.140340
2.284534;-2.140340
2.592615;-2.140340
2.901407;-2.140340
3.210829;-2.140340
3.520801;-2.140340
3.831254;-2.140340
4.142125;-2.140340
4.453358;-2.140340
4.764908;-2.140340
5.076733;-2.140340
5.388799;-2.140340
5.701077;-2.140340
6.013541;-2.140340
6.326169;-2.140340
6.638943;-2.140340
0.459927;-2.040000
0.766705;-2.040000
1.073711;-2.040000
1.381016;-2.040000
1.688673;-2.040000
1.996717;-2.040000
2.305168;-2.040000
2.614031;-2.040000
2.923300;-2.040000
3.232961;-2.040000
3.542995;-2.040000
3.853380;-2.040000
4.164090;-2.040000
4.475103;-2.040000
4.786394;-2.040000
5.097939;-2.040000
5.409720;-2.040000
5.721714;-2.040000
6.033905;-2.040000
6.346276;-2.040000
0.463706;-1.940000
0.772904;-1.940000
1.082193;-1.940000
1.391603;-1.940000
1.701162;-1.940000
2.010894;-1.940000
2.320817;-1.940000
2.630944;-1.940000
2.941286;-1.940000
3.251848;-1.940000
3.873637;-1.940000
4.184860;-1.940000
4.496297;-1.940000
4.807941;-1.940000
5.119787;-1.940000
5.431826;-1.940000
5.744051;-1.940000
6.056454;-1.940000
0.466515;-1.840000
0.777555;-1.840000
1.088638;-1.840000
1.399782;-1.840000
1.711002;-1.840000
2.022312;-1.840000
2.333726;-1.840000
2.645255;-1.840000
2.956908;-1.840000
3.268696;-1.840000
3.580624;-1.840000
3.892700;-1.840000
4.204929;-1.840000
4.517313;-1.840000
4.829858;-1.840000
5.142565;-1.840000
5.455436;-1.840000
5.768473;-1.840000
0.468889;-1.740000
0.781503;-1.740000
1.094147;-1.740000
1.406834;-1.740000
1.719576;-1.740000
2.032383;-1.740000
2.345268;-1.740000
2.658240;-1.740000
2.971310;-1.740000
3.284489;-1.740000
3.597784;-1.740000
3.911206;-1.740000
4.224763;-1.740000
4.538463;-1.740000
4.852314;-1.740000
5.166324;-1.740000
5.480500;-1.740000
5.794849;-1.740000
0.471124;-1.640000
0.785227;-1.640000
1.099359;-1.640000
1.413533;-1.640000
1.727759;-1.640000
2.042050;-1.640000
2.356418;-1.640000
2.670872;-1.640000
2.985423;-1.640000
3.300084;-1.640000
3.614863;-1.640000
3.929770;-1.640000
4.244814;-1.640000
4.560004;-1.640000
4.875348;-1.640000
5.190852;-1.640000
5.506522;-1.640000
5.822362;-1.640000
0.473450;-1.540000
0.789103;-1.540000
1.104785;-1.540000
1.420509;-1.540000
1.736284;-1.540000
2.052122;-1.540000
2.368035;-1.540000
2.684026;-1.540000
3.000109;-1.540000
3.316290;-1.540000
3.632575;-1.540000
3.948969;-1.540000
4.265474;-1.540000
4.582091;-1.540000
4.898821;-1.540000
5.215659;-1.540000
5.532602;-1.540000
5.849640;-1.540000
0.476134;-1.440000
0.793568;-1.440000
1.111018;-1.440000
1.428490;-1.440000
1.745988;-1.440000
2.063516;-1.440000
2.381075;-1.440000
2.698667;-1.440000
3.016291;-1.440000
3.333944;-1.440000
3.651621;-1.440000
3.969315;-1.440000
4.287021;-1.440000
4.604727;-1.440000
4.922424;-1.440000
5.240100;-1.440000
5.557742;-1.440000
5.875340;-1.440000
6.192880;-1.440000
0.479627;-1.340000
0.799346;-1.340000
1.119017;-1.340000
1.438620;-1.340000
1.758139;-1.340000
2.077556;-1.340000
2.396857;-1.340000
2.716028;-1.340000
3.035056;-1.340000
3.353931;-1.340000
3.672645;-1.340000
3.991189;-1.340000
4.309560;-1.340000
4.627753;-1.340000
4.945766;-1.340000
5.263600;-1.340000
5.581255;-1.340000
5.898732;-1.340000
6.216036;-1.340000
6.533170;-1.340000
6.850138;-1.340000
0.484944;-1.240000
0.808019;-1.240000
1.130781;-1.240000
1.453142;-1.240000
1.775041;-1.240000
2.096443;-1.240000
2.417336;-1.240000
2.737726;-1.240000
3.057631;-1.240000
3.377077;-1.240000
3.696094;-1.240000
4.014716;-1.240000
4.332973;-1.240000
4.650897;-1.240000
4.968516;-1.240000
5.285859;-1.240000
5.602949;-1.240000
5.919808;-1.240000
6.236458;-1.240000
6.552914;-1.240000
6.869195;-1.240000
7.185313;-1.240000
7.501284;-1.240000
7.817117;-1.240000
0.495276;-1.140000
0.824179;-1.140000
1.151513;-1.140000
1.477154;-1.140000
1.801180;-1.140000
2.123771;-1.140000
2.445138;-1.140000
2.765478;-1.140000
3.084967;-1.140000
3.403749;-1.140000
3.721943;-1.140000
4.039647;-1.140000
4.356937;-1.140000
4.673877;-1.140000
4.990518;-1.140000
5.306902;-1.140000
5.623063;-1.140000
5.939030;-1.140000
6.254826;-1.140000
6.570472;-1.140000
6.885983;-1.140000
7.201374;-1.140000
7.516657;-1.140000
7.831843;-1.140000
0.527729;-1.040000
0.866026;-1.040000
1.196107;-1.040000
1.521159;-1.040000
1.843128;-1.040000
2.163124;-1.040000
2.481800;-1.040000
2.799555;-1.040000
3.116644;-1.040000
3.433235;-1.040000
3.749446;-1.040000
4.065358;-1.040000
4.381032;-1.040000
4.696513;-1.040000
5.011833;-1.040000
5.327019;-1.040000
5.642091;-1.040000
5.957065;-1.040000
6.271954;-1.040000
6.586769;-1.040000
6.901518;-1.040000
7.216208;-1.040000
7.530846;-1.040000
7.845435;-1.040000
0.369828;-0.940000
0.661934;-0.940000
0.966154;-0.940000
1.274916;-0.940000
1.585751;-0.940000
1.897684;-0.940000
2.210263;-0.940000
2.523252;-0.940000
2.836517;-0.940000
3.149976;-0.940000
3.463574;-0.940000
3.777276;-0.940000
4.091058;-0.940000
4.404901;-0.940000
4.718791;-0.940000
5.032719;-0.940000
5.346677;-0.940000
5.660658;-0.940000
