-0.079726;-0.865;;;;;;;;
-0.079726;-0.865;;;;;;;;0.045
0.079623;-0.865;;;;;;;;
0.079623;-0.865;;;;;;;;
-0.079729;-0.8575;;;;;;;;
-0.079729;-0.8575;;;;;;;;
0.079629;-0.8575;;;;;;;;
0.079629;-0.8575;;;;;;;;
-0.079733;-0.85;;;;;;;;
-0.079733;-0.85;;;;;;;;
0.079635;-0.85;;;;;;;;
0.079635;-0.85;;;;;;;;
-0.159098;-0.85;;;;;;;;
-0.159098;-0.85;;;;;;;;
0.159067;-0.85;;;;;;;;
0.159067;-0.85;;;;;;;;
0.080124;-0.8425;;;;;;;;
-0.080209;-0.8425;;;;;;;;
-0.157007;-0.8425;;;;;;;;
0.079158;-0.8425;;;;;;;;
0.156977;-0.8425;;;;;;;;
-0.079267;-0.8425;;;;;;;;
-0.161251;-0.8425;;;;;;;;
0.161221;-0.8425;;;;;;;;
-0.005397;-0.8425;;-0.005397;-0.8425;;;;;
0.00885;-0.8425;;0.00885;-0.8425;;;;;
-11.812265;-0.8425;;;;;;;;
11.959476;-0.8425;;;;;;;;
0.080356;-0.835;;;;;;;;
-0.080433;-0.835;;;;;;;;
-0.156052;-0.835;;;;;;;;
0.156022;-0.835;;;;;;;;
0.07894;-0.835;;;;;;;;
-0.079052;-0.835;;;;;;;;
-0.162271;-0.835;;;;;;;;
0.162241;-0.835;;;;;;;;
-0.00864;-0.835;;-0.00864;-0.835;;;;;
0.012093;-0.835;;0.012093;-0.835;;;;;
-8.077773;-0.835;;;;;;;;
8.144915;-0.835;;;;;;;;
0.080541;-0.8275;;;;;;;;
-0.080612;-0.8275;;;;;;;;
-0.15531;-0.8275;;;;;;;;
0.155281;-0.8275;;;;;;;;
0.07877;-0.8275;;;;;;;;
-0.078884;-0.8275;;;;;;;;
-0.16308;-0.8275;;;;;;;;
0.163052;-0.8275;;;;;;;;
-0.01114;-0.8275;;-0.01114;-0.8275;;;;;
0.014594;-0.8275;;0.014594;-0.8275;;;;;
-6.471116;-0.8275;;;;;;;;
6.51321;-0.8275;;;;;;;;
-0.080769;-0.82;;;;;;;;
-0.154671;-0.82;;;;;;;;
0.080703;-0.82;;;;;;;;
0.154643;-0.82;;;;;;;;
0.078623;-0.82;;;;;;;;
-0.078739;-0.82;;;;;;;;
-0.16379;-0.82;;;;;;;;
0.163762;-0.82;;;;;;;;
-0.013276;-0.82;;-0.013276;-0.82;;;;;
0.016732;-0.82;;0.016732;-0.82;;;;;
-5.518299;-0.82;;;;;;;;
5.548203;-0.82;;;;;;;;
-0.080912;-0.8125;;;;;;;;
-0.154097;-0.8125;;;;;;;;
0.154069;-0.8125;;;;;;;;
0.080852;-0.8125;;;;;;;;
0.07849;-0.8125;;;;;;;;
-0.078607;-0.8125;;;;;;;;
-0.164439;-0.8125;;;;;;;;
0.164412;-0.8125;;;;;;;;
-0.015188;-0.8125;;-0.015188;-0.8125;;;;;
0.018648;-0.8125;;0.018648;-0.8125;;;;;
-4.867586;-0.8125;;;;;;;;
4.890307;-0.8125;;;;;;;;
-0.081047;-0.805;;;;;;;;
-0.153565;-0.805;;;;;;;;
0.153538;-0.805;;;;;;;;
0.080991;-0.805;;;;;;;;
0.078367;-0.805;;;;;;;;
-0.078485;-0.805;;;;;;;;
-0.165048;-0.805;;;;;;;;
0.165022;-0.805;;;;;;;;
-0.016948;-0.805;;-0.016948;-0.805;;;;;
0.020412;-0.805;;0.020412;-0.805;;;;;
-4.385931;-0.805;;;;;;;;
4.403935;-0.805;;;;;;;;
-0.153065;-0.7975;;;;;;;;
-0.081176;-0.7975;;;;;;;;
0.153039;-0.7975;;;;;;;;
0.081125;-0.7975;;;;;;;;
0.07825;-0.7975;;;;;;;;
-0.078369;-0.7975;;;;;;;;
-0.165629;-0.7975;;;;;;;;
0.165604;-0.7975;;;;;;;;
-0.018596;-0.7975;;-0.018596;-0.7975;;;;;
0.022067;-0.7975;;0.022067;-0.7975;;;;;
-4.010353;-0.7975;;;;;;;;
4.025034;-0.7975;;;;;;;;
-0.15259;-0.79;;;;;;;;
0.152565;-0.79;;;;;;;;
-0.081301;-0.79;;;;;;;;
0.081254;-0.79;;;;;;;;
0.07814;-0.79;;;;;;;;
-0.078259;-0.79;;;;;;;;
-0.166189;-0.79;;;;;;;;
0.166165;-0.79;;;;;;;;
-0.020161;-0.79;;-0.020161;-0.79;;;;;
0.023639;-0.79;;0.023639;-0.79;;;;;
-3.706483;-0.79;;;;;;;;
3.718704;-0.79;;;;;;;;
-0.152134;-0.7825;;;;;;;;
0.152109;-0.7825;;;;;;;;
-0.081422;-0.7825;;;;;;;;
0.081379;-0.7825;;;;;;;;
0.078033;-0.7825;;;;;;;;
-0.078152;-0.7825;;;;;;;;
-0.166733;-0.7825;;;;;;;;
0.16671;-0.7825;;;;;;;;
-0.021661;-0.7825;;-0.021661;-0.7825;;;;;
0.025149;-0.7825;;0.025149;-0.7825;;;;;
-3.453916;-0.7825;;;;;;;;
3.46425;-0.7825;;;;;;;;
0.15167;-0.775;;;;;;;;
-0.151694;-0.775;;;;;;;;
-0.081541;-0.775;;;;;;;;
0.081502;-0.775;;;;;;;;
0.07793;-0.775;;;;;;;;
-0.078049;-0.775;;;;;;;;
-0.167265;-0.775;;;;;;;;
0.167242;-0.775;;;;;;;;
-0.02311;-0.775;;-0.02311;-0.775;;;;;
0.02661;-0.775;;0.02661;-0.775;;;;;
-3.239565;-0.775;;;;;;;;
3.248411;-0.775;;;;;;;;
0.151244;-0.7675;;;;;;;;
-0.151267;-0.7675;;;;;;;;
-0.081657;-0.7675;;;;;;;;
0.081622;-0.7675;;;;;;;;
0.077829;-0.7675;;;;;;;;
-0.077948;-0.7675;;;;;;;;
-0.167787;-0.7675;;;;;;;;
0.167765;-0.7675;;;;;;;;
-0.02452;-0.7675;;-0.02452;-0.7675;;;;;
0.028033;-0.7675;;0.028033;-0.7675;;;;;
-3.054614;-0.7675;;;;;;;;
3.062259;-0.7675;;;;;;;;
0.150828;-0.76;;;;;;;;
-0.150851;-0.76;;;;;;;;
-0.081773;-0.76;;;;;;;;
0.081741;-0.76;;;;;;;;
0.077731;-0.76;;;;;;;;
-0.07785;-0.76;;;;;;;;
-0.168301;-0.76;;;;;;;;
0.16828;-0.76;;;;;;;;
-0.025899;-0.76;;-0.025899;-0.76;;;;;
0.029429;-0.76;;0.029429;-0.76;;;;;
-2.892871;-0.76;;;;;;;;
2.89953;-0.76;;;;;;;;
0.150423;-0.7525;;;;;;;;
-0.150445;-0.7525;;;;;;;;
-0.081887;-0.7525;;;;;;;;
0.081858;-0.7525;;;;;;;;
0.077634;-0.7525;;;;;;;;
-0.077753;-0.7525;;;;;;;;
-0.16881;-0.7525;;;;;;;;
0.16879;-0.7525;;;;;;;;
-0.027254;-0.7525;;-0.027254;-0.7525;;;;;
0.030804;-0.7525;;0.030804;-0.7525;;;;;
-2.749842;-0.7525;;;;;;;;
2.755678;-0.7525;;;;;;;;
0.150025;-0.745;;;;;;;;
-0.150047;-0.745;;;;;;;;
-0.082;-0.745;;;;;;;;
0.081975;-0.745;;;;;;;;
0.077539;-0.745;;;;;;;;
-0.077658;-0.745;;;;;;;;
-0.169314;-0.745;;;;;;;;
0.169295;-0.745;;;;;;;;
-0.028591;-0.745;;-0.028591;-0.745;;;;;
0.032164;-0.745;;0.032164;-0.745;;;;;
-2.622169;-0.745;;;;;;;;
2.627313;-0.745;;;;;;;;
0.149635;-0.7375;;;;;;;;
-0.149656;-0.7375;;;;;;;;
-0.082113;-0.7375;;;;;;;;
0.082091;-0.7375;;;;;;;;
0.077446;-0.7375;;;;;;;;
-0.077563;-0.7375;;;;;;;;
-0.169814;-0.7375;;;;;;;;
0.169796;-0.7375;;;;;;;;
-0.029917;-0.7375;;-0.029917;-0.7375;;;;;
0.033518;-0.7375;;0.033518;-0.7375;;;;;
-2.507292;-0.7375;;;;;;;;
2.511844;-0.7375;;;;;;;;
0.149251;-0.73;;;;;;;;
-0.149272;-0.73;;;;;;;;
-0.082225;-0.73;;;;;;;;
0.082206;-0.73;;;;;;;;
0.077354;-0.73;;;;;;;;
-0.07747;-0.73;;;;;;;;
-0.170312;-0.73;;;;;;;;
0.170295;-0.73;;;;;;;;
-0.031236;-0.73;;-0.031236;-0.73;;;;;
0.034869;-0.73;;0.034869;-0.73;;;;;
-2.403211;-0.73;;;;;;;;
2.407254;-0.73;;;;;;;;
0.148873;-0.7225;;;;;;;;
-0.148893;-0.7225;;;;;;;;
-0.082336;-0.7225;;;;;;;;
0.08232;-0.7225;;;;;;;;
0.077262;-0.7225;;;;;;;;
-0.077378;-0.7225;;;;;;;;
-0.170808;-0.7225;;;;;;;;
0.170792;-0.7225;;;;;;;;
-0.032553;-0.7225;;-0.032553;-0.7225;;;;;
0.036224;-0.7225;;0.036224;-0.7225;;;;;
