-0.111217;-3.5;;;;;;;;
0.111209;-3.5;;;;;;;;0.06
0.101394;-3.5;;;;;;;;
-0.101387;-3.5;;;;;;;;
0.279573;-3.5;;;;;;;;
-0.27962;-3.5;;;;;;;;
-0.369218;-3.5;;;;;;;;
0.369247;-3.5;;;;;;;;
-0.111032;-3.487;;;;;;;;
0.111024;-3.487;;;;;;;;
0.101551;-3.487;;;;;;;;
-0.101543;-3.487;;;;;;;;
0.280748;-3.487;;;;;;;;
-0.280797;-3.487;;;;;;;;
-0.367169;-3.487;;;;;;;;
0.367199;-3.487;;;;;;;;
-0.110848;-3.474;;;;;;;;
0.11084;-3.474;;;;;;;;
0.101709;-3.474;;;;;;;;
-0.1017;-3.474;;;;;;;;
0.281937;-3.474;;;;;;;;
-0.281987;-3.474;;;;;;;;
-0.365137;-3.474;;;;;;;;
0.365168;-3.474;;;;;;;;
-0.110663;-3.461;;;;;;;;
0.110655;-3.461;;;;;;;;
0.101867;-3.461;;;;;;;;
-0.101858;-3.461;;;;;;;;
0.283139;-3.461;;;;;;;;
-0.283191;-3.461;;;;;;;;
-0.36312;-3.461;;;;;;;;
0.363153;-3.461;;;;;;;;
-0.110479;-3.448;;;;;;;;
0.11047;-3.448;;;;;;;;
0.102027;-3.448;;;;;;;;
-0.102017;-3.448;;;;;;;;
0.284355;-3.448;;;;;;;;
-0.284408;-3.448;;;;;;;;
-0.361119;-3.448;;;;;;;;
0.361153;-3.448;;;;;;;;
-0.110294;-3.435;;;;;;;;
0.110286;-3.435;;;;;;;;
0.102188;-3.435;;;;;;;;
-0.102178;-3.435;;;;;;;;
0.285586;-3.435;;;;;;;;
-0.285641;-3.435;;;;;;;;
-0.359133;-3.435;;;;;;;;
0.359168;-3.435;;;;;;;;
-0.11011;-3.422;;;;;;;;
0.110101;-3.422;;;;;;;;
0.10235;-3.422;;;;;;;;
-0.102339;-3.422;;;;;;;;
0.286833;-3.422;;;;;;;;
-0.286888;-3.422;;;;;;;;
-0.357161;-3.422;;;;;;;;
0.357196;-3.422;;;;;;;;
-0.109925;-3.409;;;;;;;;
0.109916;-3.409;;;;;;;;
0.102513;-3.409;;;;;;;;
-0.102502;-3.409;;;;;;;;
0.288095;-3.409;;;;;;;;
-0.288152;-3.409;;;;;;;;
-0.355202;-3.409;;;;;;;;
0.355238;-3.409;;;;;;;;
-0.10974;-3.396;;;;;;;;
0.109732;-3.396;;;;;;;;
0.289374;-3.396;;;;;;;;
-0.289432;-3.396;;;;;;;;
0.102678;-3.396;;;;;;;;
-0.102666;-3.396;;;;;;;;
-0.353256;-3.396;;;;;;;;
0.353293;-3.396;;;;;;;;
-0.109555;-3.383;;;;;;;;
0.109547;-3.383;;;;;;;;
